Date,Service,Departure station,Arrival station,Average journey time,Number of scheduled trains,Number of cancelled trains,Cancellation comments,Number of trains delayed at departure,Average delay of late trains at departure,Average delay of all trains at departure,Departure delay comments,Number of trains delayed at arrival,Average delay of late trains at arrival,Average delay of all trains at arrival,Arrival delay comments,Number of trains delayed > 15min,Average delay of trains > 15min (if competing with flights),Number of trains delayed > 30min,Number of trains delayed > 60min,Pct delay due to external causes,Pct delay due to infrastructure,Pct delay due to traffic management,Pct delay due to rolling stock,Pct delay due to station management and equipment reuse,"Pct delay due to passenger handling (crowding, disabled persons, connections)",Year,Month,Delay category,Rate Cancel train,Rate delay train,Go to Paris
2023-06-01,NATIONAL,PARIS MONTPARNASSE,LE MANS,58.0,454.0,0.0,,69.0,39.709178744,5.692143906,,63.0,52.788888889,7.1219162996,,38.0,80.216666667,24.0,12.0,8.064516130000001,14.51612903,11.290322580000002,48.38709677,12.90322581,4.83870968,2023,June,Minimum delay,0.0,13.876651982378855,False
2023-06-01,NATIONAL,ST PIERRE DES CORPS,PARIS MONTPARNASSE,65.0,530.0,3.0,-,233.0,11.347782546,5.1743662864,,99.0,37.75336700300001,7.431495564,,45.0,71.104074074,25.0,15.0,8.42105263,25.26315789,23.15789474,18.947368420000004,6.31578947,17.89473684,2023,June,Minimum delay,0.5660377358490566,18.679245283018865,True
2023-06-01,INTERNATIONAL,ITALIE,PARIS LYON,436.0,90.0,3.0,,76.0,28.540570175,24.991954023,,32.0,58.01875,24.061877395,,32.0,58.01875,23.0,9.0,40.625,18.75,34.375,6.25,0.0,0.0,2023,June,Low delay,3.3333333333333335,35.55555555555556,True
2023-06-01,INTERNATIONAL,LAUSANNE,PARIS LYON,228.0,121.0,1.0,,80.0,3.14125,2.3432773109,,13.0,70.98974359,8.9638655462,,13.0,70.98974359,6.0,5.0,23.07692308,38.46153846,30.76923077,7.69230769,0.0,0.0,2023,June,Minimum delay,0.8264462809917356,10.743801652892563,True
2023-06-01,INTERNATIONAL,PARIS LYON,ZURICH,245.0,142.0,2.0,,33.0,10.797474747,2.4314285714,,19.0,30.95,5.9682142857,,19.0,30.95,8.0,1.0,5.555555560000001,16.666666669999998,16.666666669999998,33.333333329999995,16.666666669999998,11.11111111,2023,June,Minimum delay,1.4084507042253522,13.380281690140844,False
2023-06-01,NATIONAL,ANNECY,PARIS LYON,230.0,150.0,0.0,,6.0,20.036111111,0.808836689,,39.0,48.441025641,15.077628635000002,,39.0,48.441025641,23.0,8.0,53.84615385,20.51282051,23.07692308,2.56410256,0.0,0.0,2023,June,Low delay,0.0,26.0,True
2023-06-01,NATIONAL,BREST,PARIS MONTPARNASSE,228.0,280.0,0.0,,13.0,27.096153846,1.2625448029,,26.0,61.853205128,7.2203106332,,26.0,61.853205128,12.0,8.0,7.69230769,34.61538462,3.84615385,30.76923077,15.38461538,7.69230769,2023,June,Minimum delay,0.0,9.285714285714286,True
2023-06-01,NATIONAL,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,78.0,210.0,2.0,,100.0,12.201833333,5.8210737179,,37.0,33.439189189,6.8814903846,,21.0,51.133333333,11.0,5.0,16.666666669999998,8.33333333,33.333333329999995,19.44444444,2.77777778,19.44444444,2023,June,Minimum delay,0.9523809523809524,17.61904761904762,True
2023-06-01,NATIONAL,LYON PART DIEU,LILLE,186.0,329.0,3.0,,260.0,12.932628205015384,10.095807770736196,NC,103.0,32.750166534353845,12.192689161349692,,89.0,34.33614232207865,32.0,5.0,12.621359227378642,14.56310679553398,26.213592231941742,21.359223304854368,8.737864077475727,16.504854372815533,2023,June,Minimum delay,0.911854103343465,31.30699088145897,False
2023-06-01,NATIONAL,LYON PART DIEU,MARSEILLE ST CHARLES,108.0,458.0,2.0,,267.0,10.761111111,6.4371345029,,99.0,34.651178451,9.3811403509,,79.0,40.016666667,38.0,11.0,16.16161616,20.2020202,36.36363636,11.11111111,2.02020202,14.14141414,2023,June,Minimum delay,0.43668122270742354,21.61572052401747,False
2023-06-01,NATIONAL,LYON PART DIEU,MONTPELLIER,117.0,206.0,1.0,,129.0,10.192118863,6.4958536585,,39.0,26.337606838,6.2836585366,,26.0,33.154487179,7.0,2.0,2.63157895,23.68421053,23.68421053,39.47368421,7.894736839999999,2.63157895,2023,June,Minimum delay,0.48543689320388345,18.932038834951456,False
2023-06-01,NATIONAL,MARNE LA VALLEE,LYON PART DIEU,106.0,400.0,2.0,-,225.0,11.44562963,6.304690117299999,,66.0,33.14520202,6.47139866,,42.0,44.530555556,26.0,4.0,4.61538462,15.38461538,21.53846154,33.84615385,13.84615385,10.76923077,2023,June,Minimum delay,0.5,16.5,False
2023-06-01,NATIONAL,PARIS LYON,LYON PART DIEU,121.0,710.0,10.0,,118.0,15.229519774,2.3838578922,,71.0,39.501173709,3.9925608011,,48.0,52.088541667,29.0,14.0,14.28571429,11.42857143,34.28571429,10.0,15.71428571,14.28571429,2023,June,Minimum delay,1.4084507042253522,10.0,False
2023-06-01,NATIONAL,PARIS LYON,MONTPELLIER,216.0,216.0,2.0,,67.0,20.386318408,5.8758566978,,47.0,40.569858156,11.080529595,,47.0,40.569858156,27.0,8.0,8.695652169999999,4.34782609,19.565217390000004,47.82608696,8.695652169999999,10.869565219999998,2023,June,Minimum delay,0.9259259259259258,21.75925925925926,False
2023-06-01,NATIONAL,PARIS LYON,NICE VILLE,346.0,254.0,2.0,,59.0,18.56299435,2.9656746032,,56.0,36.501785714,8.8831349206,,56.0,36.501785714,21.0,9.0,16.07142857,25.0,33.92857143,17.85714286,5.36,1.78571429,2023,June,Minimum delay,0.7874015748031495,22.04724409448819,False
2023-06-01,NATIONAL,PARIS LYON,TOULON,238.0,310.0,0.0,,70.0,17.720238095,3.8482258065,,47.0,45.782978723,7.508010752699999,,47.0,45.782978723,25.0,9.0,14.89361702,19.14893617,23.40425532,23.40425532,10.63829787,8.5106383,2023,June,Minimum delay,0.0,15.161290322580644,False
2023-06-01,NATIONAL,PARIS LYON,VALENCE ALIXAN TGV,132.0,417.0,1.0,,135.0,22.581111111,7.2068273092,,103.0,42.713915858,12.283172691,,81.0,50.520781893,48.0,17.0,4.90196078,12.74509804,13.7254902,49.01960784,13.7254902,5.88235294,2023,June,Minimum delay,0.2398081534772182,24.700239808153476,False
2023-06-01,NATIONAL,PARIS MONTPARNASSE,NANTES,131.0,602.0,1.0,,89.0,30.008614232,4.1143372158,,65.0,60.666410256,7.326844148599999,,49.0,76.269727891,23.0,11.0,13.84615385,24.61538462,16.92307692,20.0,21.53846154,3.07692308,2023,June,Minimum delay,0.16611295681063123,10.79734219269103,False
2023-06-01,NATIONAL,PARIS NORD,DOUAI,70.0,136.0,0.0,,18.0,20.317592593,2.3783088235,,30.0,34.297222222,8.9697303922,,14.0,61.84047619,10.0,5.0,17.85714286,21.42857143,17.85714286,28.57142857,10.71428571,3.57142857,2023,June,Minimum delay,0.0,22.058823529411764,False
2023-06-01,NATIONAL,QUIMPER,PARIS MONTPARNASSE,234.0,262.0,0.0,,19.0,12.306140351,0.8992948718,-,32.0,51.623958333,7.5067307692,,32.0,84.99,17.0,7.0,12.5,37.5,6.25,21.875,12.5,9.375,2023,June,Minimum delay,0.0,12.213740458015266,True
2023-06-01,NATIONAL,STRASBOURG,NANTES,334.0,56.0,0.0,,12.0,12.9625,2.8916666667,,11.0,51.707575758,11.430654762,,11.0,51.70757575799999,5.0,3.0,36.36363636,18.18181818,9.09090909,27.27272727,0.0,9.09090909,2023,June,Minimum delay,0.0,19.642857142857142,False
2023-06-01,INTERNATIONAL,STUTTGART,PARIS EST,194.0,118.0,1.0,,94.0,9.8714539007,6.0756410256,,33.0,41.376262626,14.788603989,,33.0,41.376262626,16.0,6.0,3.03030303,0.0,78.78787879,12.12121212,0.0,6.06060606,2023,June,Minimum delay,0.847457627118644,27.966101694915253,True
2023-06-01,NATIONAL,AIX EN PROVENCE TGV,PARIS LYON,185.0,459.0,0.0,,347.0,7.1012007685,5.4392883079,,75.0,46.494222222,10.087363834,,75.0,46.494222222,34.0,15.0,12.0,22.66666667,30.66666667,18.66666667,6.666666670000001,9.33333333,2023,June,Minimum delay,0.0,16.33986928104575,True
2023-06-01,NATIONAL,BESANCON FRANCHE COMTE TGV,PARIS LYON,131.0,167.0,1.0,,39.0,6.6239316239,1.3598393574,,13.0,42.332051282,4.2109437751,,9.0,54.877777778,5.0,4.0,30.76923077,7.69230769,23.07692308,38.46153846,0.0,0.0,2023,June,Minimum delay,0.5988023952095809,7.784431137724551,True
2023-06-01,NATIONAL,DUNKERQUE,PARIS NORD,131.0,168.0,2.0,,8.0,28.375,1.3757575758,,25.0,34.371333333,7.3676767677,,14.0,50.961904762,7.0,6.0,16.0,28.000000000000004,32.0,8.0,8.0,8.0,2023,June,Minimum delay,1.1904761904761905,14.880952380952381,True
2023-06-01,NATIONAL,MACON LOCHE,PARIS LYON,93.0,243.0,1.0,,167.0,21.138722555,14.705833333,,90.0,47.263703704,18.312083333,,74.0,54.830630631,47.0,19.0,43.33333333,18.88888889,28.88888889,5.55555556,0.0,3.33333333,2023,June,Low delay,0.411522633744856,37.03703703703704,True
2023-06-01,NATIONAL,MARSEILLE ST CHARLES,LYON PART DIEU,106.0,443.0,3.0,,96.0,10.780555556,2.3054281346,,106.0,30.583018868,8.6202599388,,72.0,38.873148148,29.0,6.0,18.62745098,22.54901961,33.333333329999995,12.74509804,3.92156863,8.82352941,2023,June,Minimum delay,0.6772009029345373,23.927765237020317,False
2023-06-01,NATIONAL,NANTES,PARIS MONTPARNASSE,133.0,622.0,2.0,,142.0,12.829460094,2.6283333333,,78.0,41.102991453,5.9184408602,,62.0,48.198924731,30.0,12.0,21.79487179,19.23076923,23.07692308,14.1025641,12.82051282,8.97435897,2023,June,Minimum delay,0.3215434083601286,12.540192926045016,True
2023-06-01,NATIONAL,PARIS LYON,PERPIGNAN,307.0,224.0,2.0,,72.0,21.058564815,5.8490990991,,39.0,56.578205128,11.048723724,,39.0,56.57820512799999,26.0,12.0,10.25641026,12.82051282,25.64102564,46.15384615000001,0.0,5.12820513,2023,June,Minimum delay,0.8928571428571428,17.410714285714285,False
2023-06-01,NATIONAL,PARIS MONTPARNASSE,ANGOULEME,126.0,297.0,1.0,,44.0,38.681060606,9.42,,37.0,53.338288288,8.277759009,,29.0,64.305747126,18.0,8.0,11.11111111,16.666666669999998,8.33333333,36.11111111,16.666666669999998,11.11111111,2023,June,Minimum delay,0.33670033670033667,12.457912457912458,False
2023-06-01,NATIONAL,PARIS MONTPARNASSE,ST PIERRE DES CORPS,66.0,513.0,2.0,,85.0,29.017647059000005,4.5025114155,,86.0,41.260465116,7.1986627528,,49.0,64.937414966,17.0,13.0,8.33333333,8.33333333,25.0,29.76190476,23.80952381,4.76190476,2023,June,Minimum delay,0.3898635477582846,16.764132553606238,False
2023-06-01,NATIONAL,PARIS MONTPARNASSE,TOULOUSE MATABIAU,271.0,215.0,0.0,Non communiqué,33.0,30.304545455,4.2660465116,,28.0,114.40833333,13.710775194,,28.0,114.40833333,24.0,13.0,25.0,17.85714286,0.0,39.28571429,0.0,17.85714286,2023,June,Minimum delay,0.0,13.023255813953488,False
2023-06-01,NATIONAL,PARIS MONTPARNASSE,TOURS,77.0,191.0,2.0,,36.0,27.202314815,4.8750440917,,34.0,38.768137255,7.3001763668,,17.0,67.048039216,7.0,5.0,12.12121212,6.0606060600000005,21.21212121,27.27272727,27.27272727,6.0606060600000005,2023,June,Minimum delay,1.0471204188481675,17.801047120418847,False
2023-06-01,NATIONAL,PARIS MONTPARNASSE,VANNES,159.0,265.0,1.0,,69.0,31.671739129999995,7.140530303,,46.0,55.543478261,10.621212121,,38.0,64.421052632,25.0,10.0,13.04347826,15.2173913,6.521739129999999,39.13043478,21.73913043,4.34782609,2023,June,Minimum delay,0.37735849056603776,17.358490566037734,False
2023-06-01,NATIONAL,PARIS NORD,LILLE,66.0,642.0,9.0,,79.0,32.15021097054431,3.5902843601726704,,82.0,40.57669061474683,5.74257503948831,,45.0,69.03148148133333,32.0,18.0,12.473867594634145,21.289198607560976,21.080139376585365,18.98954703707317,12.543554008292684,13.623693380365854,2023,June,Minimum delay,1.4018691588785046,12.77258566978193,False
2023-06-01,NATIONAL,VALENCE ALIXAN TGV,PARIS LYON,133.0,440.0,2.0,,347.0,13.517050913,10.271499239,,116.0,41.487212644,12.765753425,,96.0,47.424479167,62.0,22.0,26.72413793,19.82758621,27.5862069,7.75862069,7.75862069,10.34482759,2023,June,Minimum delay,0.45454545454545453,26.36363636363636,True
2023-06-01,INTERNATIONAL,PARIS EST,FRANCFORT,228.0,162.0,1.0,,37.0,16.733783784,3.4736024845,,27.0,38.788271605,10.79699793,,27.0,38.788271605,13.0,3.0,11.11111111,3.7037037,55.55555556,14.814814809999998,14.814814809999998,0.0,2023,June,Minimum delay,0.6172839506172839,16.666666666666664,False
2023-06-01,NATIONAL,ARRAS,PARIS NORD,50.0,497.0,4.0,,258.0,10.289018088,5.4088075881,,118.0,26.559322034,7.6964430894,,50.0,48.492,22.0,19.0,12.280701750000002,22.80701754,34.21052632,9.64912281,13.15789474,7.894736839999999,2023,June,Minimum delay,0.8048289738430584,23.74245472837022,True
2023-06-01,NATIONAL,LILLE,PARIS NORD,68.0,660.0,6.0,,159.0,13.236897274679244,3.08782009579526,,133.0,30.179099412283023,7.124269985812997,,63.0,53.03148148136509,31.0,23.0,16.479278692781953,17.40768329421053,35.43029400278196,8.684,14.164280672030074,7.834214020000001,2023,June,Minimum delay,0.9090909090909091,20.151515151515152,True
2023-06-01,NATIONAL,MARSEILLE ST CHARLES,TOURCOING,288.0,30.0,0.0,NC,9.0,7.490740740700001,2.0394444444,,6.0,40.666666667,8.4833333333,,6.0,40.666666667,5.0,1.0,0.0,16.666666669999998,33.333333329999995,16.666666669999998,33.333333329999995,0.0,2023,June,Minimum delay,0.0,20.0,False
2023-06-01,NATIONAL,NICE VILLE,PARIS LYON,347.0,252.0,0.0,,36.0,16.447685185,2.2234666667,,70.0,44.810714286,14.315666667,,70.0,44.811,33.0,13.0,22.857142860000003,28.57142857,27.14285714,10.0,5.71428571,5.71428571,2023,June,Minimum delay,0.0,27.77777777777778,True
2023-06-01,NATIONAL,PARIS EST,METZ,85.0,264.0,0.0,,60.0,14.575277778000002,3.3596590909,,51.0,25.406862745,5.5995580808,,29.0,37.204597701,15.0,2.0,10.0,14.000000000000002,22.0,44.0,6.0,4.0,2023,June,Minimum delay,0.0,19.318181818181817,False
2023-06-01,NATIONAL,PARIS LYON,AVIGNON TGV,162.0,461.0,1.0,Non communiqué,93.0,24.696953405,4.8423550725,,93.0,36.837096774,8.9848550725,,73.0,60.42,25.0,15.0,12.08791209,14.28571429,18.68131868,29.67032967,19.78021978,5.49450549,2023,June,Minimum delay,0.21691973969631237,20.17353579175705,False
2023-06-01,NATIONAL,PARIS MONTPARNASSE,POITIERS,96.0,585.0,3.0,,94.0,28.782978723,3.9325887743,,77.0,45.18982684,6.4518041237,,49.0,64.18,26.0,12.0,5.26315789,14.473684210000002,21.05263158,43.42105263,10.52631579,5.26315789,2023,June,Minimum delay,0.5128205128205128,13.162393162393164,False
2023-06-01,NATIONAL,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,169.0,112.0,2.0,,20.0,6.480000000000001,1.5186544343,,15.0,33.791111111,6.3220183486,,9.0,46.744444444,4.0,2.0,7.14285714,14.28571429,28.57142857,21.42857143,7.14285714,21.42857143,2023,June,Minimum delay,1.7857142857142856,13.392857142857142,True
2023-06-01,NATIONAL,TOULON,PARIS LYON,240.0,304.0,0.0,,164.0,12.500914634000004,6.7970394737,,77.0,44.690909091,13.595559211,,77.0,44.690909091,35.0,14.0,22.07792208,25.97402597,29.87012987,11.68831169,5.19480519,5.19480519,2023,June,Minimum delay,0.0,25.32894736842105,True
2023-06-01,INTERNATIONAL,BARCELONA,PARIS LYON,405.0,59.0,0.0,,31.0,5.75,3.0042372881,,21.0,34.431746032,13.954519774,,21.0,34.431746032,10.0,2.0,38.0952381,4.76190476,19.04761905,9.52380952,4.76190476,23.80952381,2023,June,Minimum delay,0.0,35.59322033898305,True
2023-06-01,NATIONAL,ANGERS SAINT LAUD,PARIS MONTPARNASSE,95.0,543.0,1.0,,253.0,9.5283267457,4.5482747998,NC,83.0,33.641967871,5.7684226741,,51.0,47.994444444,24.0,9.0,24.09638554,19.27710843,26.5060241,12.04819277,8.433734939999999,9.63855422,2023,June,Minimum delay,0.1841620626151013,15.285451197053407,True
2023-06-01,NATIONAL,ANGOULEME,PARIS MONTPARNASSE,126.0,312.0,0.0,,170.0,7.2288235294,4.0401864035,,54.0,47.236419753,6.4063596491,,43.0,55.968992248,19.0,7.0,9.25925926,33.33,25.92592593,14.814814809999998,0.0,16.666666669999998,2023,June,Minimum delay,0.0,17.307692307692307,True
2023-06-01,NATIONAL,AVIGNON TGV,PARIS LYON,163.0,471.0,0.0,,333.0,8.6846846847,6.1711960368,,108.0,36.724845679,10.432094834,,79.0,45.253375527,39.0,14.0,13.88888889,20.37037037,33.333333329999995,17.59259259,5.55555556,9.25925926,2023,June,Minimum delay,0.0,22.929936305732486,True
2023-06-01,NATIONAL,BORDEAUX ST JEAN,PARIS MONTPARNASSE,141.0,1052.0,0.0,,421.0,14.370110847,5.6646704689,,176.0,49.212973485,9.5895595691,,136.0,59.942156863,78.0,36.0,18.75,31.818181820000003,15.340909089999998,17.61363636,6.25,10.22727273,2023,June,Minimum delay,0.0,16.730038022813687,True
2023-06-01,NATIONAL,LAVAL,PARIS MONTPARNASSE,82.0,288.0,0.0,NC,100.0,16.712166667,5.7054976852,,61.0,32.916120219,6.7927662037,,30.0,55.722777778,14.0,7.0,16.94915254,33.89830508,16.94915254,20.33898305,5.08474576,6.77966102,2023,June,Minimum delay,0.0,21.180555555555554,True
2023-06-01,NATIONAL,MONTPELLIER,LYON PART DIEU,116.0,209.0,2.0,,89.0,7.623408239700001,3.3065217391,,78.0,29.222008547,12.704750402999998,,59.0,34.135028249,19.0,4.0,11.53846154,26.92307692,38.46153846,5.12820513,8.97435897,8.97435897,2023,June,Minimum delay,0.9569377990430622,37.32057416267943,False
2023-06-01,NATIONAL,NANTES,STRASBOURG,312.0,56.0,0.0,,9.0,10.877777778,1.755952381,,3.0,38.061111111,3.4633928571,,3.0,38.061111111,1.0,1.0,0.0,0.0,0.0,33.333333329999995,0.0,66.66666667,2023,June,Minimum delay,0.0,5.357142857142857,False
2023-06-01,NATIONAL,PARIS EST,REIMS,45.0,242.0,0.0,,41.0,9.4792682927,1.6506887052,,28.0,34.52,3.4202479339,,17.0,33.138235294,6.0,1.0,21.42857143,14.28571429,17.85714286,25.0,17.85714286,3.57142857,2023,June,Minimum delay,0.0,11.570247933884298,False
2023-06-01,NATIONAL,PARIS LYON,AIX EN PROVENCE TGV,184.0,477.0,0.0,,106.0,27.383333333,5.9222921034,,96.0,44.761631944,10.99475891,,92.0,46.160507246,37.0,21.0,9.375,20.83333333,13.54166667,35.416666670000005,15.625,5.20833333,2023,June,Minimum delay,0.0,20.125786163522015,False
2023-06-01,NATIONAL,PARIS LYON,BELLEGARDE (AIN),164.0,236.0,2.0,NC,57.0,21.810818713,5.1957264957,,50.0,36.516333333,9.426,,36.0,45.3875,19.0,9.0,12.0,16.0,16.0,30.0,16.0,10.0,2023,June,Minimum delay,0.847457627118644,21.1864406779661,False
2023-06-01,NATIONAL,PARIS LYON,NIMES,183.0,198.0,3.0,,63.0,20.717724868,5.844957265,,47.0,37.773758865,11.832307692,,47.0,37.773758865,23.0,6.0,10.63829787,10.63829787,8.5106383,51.06382979000001,12.765957450000002,6.3829787200000005,2023,June,Minimum delay,1.5151515151515151,23.737373737373737,False
2023-06-01,NATIONAL,PARIS MONTPARNASSE,ANGERS SAINT LAUD,92.0,527.0,0.0,-,84.0,31.553373015999995,4.6755218216,,71.0,49.429342723000005,7.1458886781,,35.0,88.840952381,20.0,12.0,11.42857143,18.57142857,12.857142860000002,27.14285714,24.28571429,5.71428571,2023,June,Minimum delay,0.0,13.472485768500949,False
2023-06-01,NATIONAL,PARIS MONTPARNASSE,BREST,230.0,277.0,1.0,,56.0,24.726785714,4.659057971,,27.0,66.37037037,7.4673913043,,27.0,66.37037037,15.0,7.0,14.814814809999998,25.92592593,0.0,44.44444444,11.11111111,3.7037037,2023,June,Minimum delay,0.36101083032490977,9.747292418772563,False
2023-06-01,NATIONAL,RENNES,LYON PART DIEU,239.0,90.0,1.0,,11.0,14.354545455,1.7855805243,NC,6.0,113.10555556,7.129962546799999,,6.0,113.10555556,6.0,3.0,0.0,33.333333329999995,50.0,16.666666669999998,0.0,0.0,2023,June,Minimum delay,1.1111111111111112,6.666666666666667,False
2023-06-01,NATIONAL,STRASBOURG,PARIS EST,114.0,492.0,2.0,,273.0,11.98992674,6.7420408163,,105.0,40.89,7.6898979592,,80.0,35.446666667,31.0,10.0,7.61904762,5.71428571,55.23809523999999,18.0952381,7.61904762,5.71428571,2023,June,Minimum delay,0.40650406504065045,21.341463414634145,True
2023-06-01,NATIONAL,TOURS,PARIS MONTPARNASSE,78.0,192.0,1.0,,20.0,31.281666667000003,3.2763525305,,32.0,45.841145833,8.6503490401,,13.0,97.394871795,7.0,5.0,14.28571429,21.42857143,28.57142857,21.42857143,3.57142857,10.71428571,2023,June,Minimum delay,0.5208333333333333,16.666666666666664,True
2023-06-01,NATIONAL,VANNES,PARIS MONTPARNASSE,167.0,284.0,0.0,,154.0,6.4806277056,3.619894366200001,,43.0,42.007751938,7.2517018779,,34.0,49.740686275,17.0,7.0,11.62790698,39.53488372,11.62790698,18.60465116,11.62790698,6.976744190000001,2023,June,Minimum delay,0.0,15.140845070422534,True
2023-07-01,INTERNATIONAL,LAUSANNE,PARIS LYON,226.0,143.0,1.0,,88.0,3.0386363636,2.169047619,,8.0,31.195833333,2.5701190476,,8.0,31.195833333,1.0,1.0,0.0,12.5,62.5,12.5,12.5,0.0,2023,July,Minimum delay,0.6993006993006993,5.594405594405594,True
2023-07-01,INTERNATIONAL,PARIS LYON,LAUSANNE,231.0,139.0,2.0,,11.0,23.839393939,0.8399026764,Non communiqué,9.0,29.838888889,2.7856447689,,9.0,29.838888889,5.0,0.0,33.333333329999995,22.222222220000003,11.11111111,22.222222220000003,11.11111111,0.0,2023,July,Minimum delay,1.4388489208633095,6.474820143884892,False
2023-07-01,NATIONAL,ANNECY,PARIS LYON,224.0,130.0,0.0,,8.0,36.0,2.2153846154,,20.0,45.420833333,9.1788461538,,20.0,45.421,10.0,3.0,25.0,35.0,20.0,10.0,10.0,0.0,2023,July,Minimum delay,0.0,15.384615384615385,True
2023-07-01,NATIONAL,BORDEAUX ST JEAN,TOURCOING,434.95,29.0,0.0,,11.0,25.142424242,9.3172413793,,4.0,38.75,2.724137931,,4.0,38.75,2.0,0.0,0.0,25.0,0.0,0.0,75.0,0.0,2023,July,Minimum delay,0.0,13.793103448275861,False
2023-07-01,NATIONAL,LYON PART DIEU,LILLE,186.0,360.0,1.0,-,300.0,13.968333333071666,11.719684307986071,,128.0,32.02755509673334,13.3824048286273,Non communiqué,111.0,35.0674174173964,41.0,11.0,10.1562499984375,14.062499995546876,26.562499997656253,28.906249995468748,7.031250001015625,13.28125000296875,2023,July,Minimum delay,0.2777777777777778,35.55555555555556,False
2023-07-01,NATIONAL,MARNE LA VALLEE,MARSEILLE ST CHARLES,213.0,282.0,0.0,,155.0,12.219354839,6.8101654846,,59.0,40.313276836,9.8859929078,,59.0,40.313276836,34.0,8.0,8.47457627,20.33898305,20.33898305,30.50847458,10.16949153,10.16949153,2023,July,Minimum delay,0.0,20.921985815602838,False
2023-07-01,NATIONAL,MARSEILLE ST CHARLES,PARIS LYON,195.0,572.0,0.0,,158.0,13.822890295,3.6564147627,,86.0,45.029457364,8.3188635032,,86.0,45.029457364,37.0,13.0,13.95348837,17.44186047,22.09302326,13.95348837,20.93023256,11.62790698,2023,July,Minimum delay,0.0,15.034965034965033,True
2023-07-01,NATIONAL,PARIS LYON,AIX EN PROVENCE TGV,183.0,487.0,0.0,,86.0,21.010271318,3.2300479124,,75.0,36.880666667,7.4381587953,,74.0,37.206306306,32.0,10.0,8.0,17.333333330000002,16.0,36.0,10.66666667,12.0,2023,July,Minimum delay,0.0,15.400410677618071,False
2023-07-01,NATIONAL,PARIS MONTPARNASSE,BORDEAUX ST JEAN,143.0,961.0,0.0,,207.0,23.275281804,4.6292056885,,147.0,56.947959184,9.4770551509,,119.0,67.328291317,65.0,38.0,7.48,23.80952381,8.84353741,27.21088435,21.08843537,11.564625850000002,2023,July,Minimum delay,0.0,15.29656607700312,False
2023-07-01,NATIONAL,PARIS MONTPARNASSE,LA ROCHELLE VILLE,181.0,223.0,0.0,,45.0,28.111481481,5.2701793722,,31.0,67.258064516,10.230941703999996,,28.0,73.285714286,15.0,10.0,6.451612900000001,12.90322581,19.35483871,38.70967742,12.90322581,9.67741935,2023,July,Minimum delay,0.0,13.901345291479823,False
2023-07-01,NATIONAL,PARIS MONTPARNASSE,LAVAL,85.0,336.0,1.0,,49.0,32.66292517,4.3717412935,,50.0,41.718333333,6.1381094527,,30.0,62.723333333,18.0,10.0,15.2173913,10.86956522,10.86956522,36.95652174,15.2173913,10.86956522,2023,July,Minimum delay,0.2976190476190476,14.880952380952381,False
2023-07-01,NATIONAL,PARIS MONTPARNASSE,LE MANS,69.0,496.0,25.0,,83.0,28.173493976,4.2240976645,,60.0,49.163333333,6.0933828733,,36.0,75.215277778,22.0,17.0,8.77192982,21.05263158,7.01754386,52.631578950000005,7.01754386,3.50877193,2023,July,Minimum delay,5.040322580645161,12.096774193548388,False
2023-07-01,NATIONAL,PARIS MONTPARNASSE,ST PIERRE DES CORPS,65.0,431.0,0.0,,75.0,31.108888889,5.0573085847,,64.0,57.0515625,8.5614075793,,44.0,78.220075758,27.0,14.0,8.064516130000001,25.80645161,4.83870968,35.48387097,14.51612903,11.290322580000002,2023,July,Minimum delay,0.0,14.849187935034802,False
2023-07-01,NATIONAL,STRASBOURG,PARIS EST,116.0,553.0,2.0,,326.0,13.400613497,7.999241044299999,,149.0,30.247203579,10.147723133,-,104.0,37.492948718,49.0,13.0,5.40540541,8.10810811,45.27,18.24324324,10.81081081,12.16216216,2023,July,Minimum delay,0.3616636528028933,26.94394213381555,True
2023-07-01,NATIONAL,TOULON,PARIS LYON,239.0,360.0,0.0,NC,205.0,12.623170731999998,7.223657407400001,,66.0,52.136363636,11.545509259,,66.0,52.136363636,27.0,11.0,18.18181818,16.666666669999998,24.24242424,12.12121212,22.72727273,6.06060606,2023,July,Minimum delay,0.0,18.333333333333332,True
2023-07-01,INTERNATIONAL,PARIS LYON,ZURICH,248.0,133.0,2.0,,25.0,13.356666667000002,2.4618320611,,32.0,35.991145833,10.707888041,,32.0,35.991145833,15.0,3.0,12.90322581,19.35483871,29.03225806,19.35483871,12.90322581,6.451612900000001,2023,July,Minimum delay,1.5037593984962405,24.06015037593985,False
2023-07-01,NATIONAL,CHAMBERY CHALLES LES EAUX,PARIS LYON,174.0,233.0,0.0,,156.0,18.98,9.8528612303,,60.0,41.560277778,12.651287554,,48.0,48.650347222,29.0,9.0,30.0,23.33333333,20.0,16.666666669999998,8.33333333,1.66666667,2023,July,Minimum delay,0.0,25.75107296137339,True
2023-07-01,NATIONAL,LYON PART DIEU,PARIS LYON,119.0,624.0,0.0,,309.0,6.5990291262,3.3878739316000006,,57.0,26.578070175,3.7302884615,,32.0,36.8828125,14.0,5.0,3.50877193,15.78947368,26.31578947,29.8245614,8.771929819999999,15.78947368,2023,July,Minimum delay,0.0,9.134615384615383,True
